Export for measurement 069c5e29-f78a-46f6-9dff-c92cb4f69371

Timestamp,Value,Flags
2019-11-24 15:27:38,299543.6250000000,0
2019-11-24 15:27:38,298542.8437500000,0
2019-11-24 15:27:38,289416.3437500000,0
2019-11-24 15:27:38,289606.5000000000,0
2019-11-24 15:27:38,289663.2187500000,0
2019-11-24 15:27:38,288632.5937500000,0
2019-11-24 15:27:38,289060.2812500000,0
2019-11-24 15:27:38,289241.5312500000,0
2019-11-24 15:27:38,289721.9375000000,0
2019-11-24 15:27:38,289895.4375000000,0
2019-11-24 15:27:38,289590.4062500000,0
2019-11-24 15:27:38,290169.2500000000,0
2019-11-24 15:27:38,289555.1875000000,0
2019-11-24 15:27:38,290193.8750000000,0
2019-11-24 15:27:38.033000,299525.1250000000,0
2019-11-24 15:27:38.033000,298517.5937500000,0
2019-11-24 15:27:38.033333,289436.2500000000,0
2019-11-24 15:27:38.033333,289575.9062500000,0
2019-11-24 15:27:38.033333,289581.3437500000,0
2019-11-24 15:27:38.033333,288641.3750000000,0
2019-11-24 15:27:38.033333,289005.0000000000,0
2019-11-24 15:27:38.033333,289124.2500000000,0
2019-11-24 15:27:38.033333,289754.4687500000,0
2019-11-24 15:27:38.033333,289914.0000000000,0
2019-11-24 15:27:38.033333,289550.4062500000,0
2019-11-24 15:27:38.033333,290172.8125000000,0
2019-11-24 15:27:38.033333,289514.3750000000,0
2019-11-24 15:27:38.033333,290106.3437500000,0
2019-11-24 15:27:38.066000,299514.9375000000,0
2019-11-24 15:27:38.066000,298511.7500000000,0
2019-11-24 15:27:38.066666,289466.9062500000,0
2019-11-24 15:27:38.066666,289611.4375000000,0
2019-11-24 15:27:38.066666,289615.0000000000,0
2019-11-24 15:27:38.066666,288667.4687500000,0
2019-11-24 15:27:38.066666,289061.6250000000,0
2019-11-24 15:27:38.066666,289228.2500000000,0
2019-11-24 15:27:38.066666,289767.1875000000,0
2019-11-24 15:27:38.066666,289967.0312500000,0
2019-11-24 15:27:38.066666,289562.5937500000,0
2019-11-24 15:27:38.066666,290210.5000000000,0
2019-11-24 15:27:38.066666,289523.4375000000,0
2019-11-24 15:27:38.066666,290094.4062500000,0
2019-11-24 15:27:38.100000,299471.8125000000,0
2019-11-24 15:27:38.100000,298472.3750000000,0
2019-11-24 15:27:38.100000,289450.9687500000,0
2019-11-24 15:27:38.100000,289604.6875000000,0
2019-11-24 15:27:38.100000,289592.1875000000,0
2019-11-24 15:27:38.100000,288724.6562500000,0
2019-11-24 15:27:38.100000,289070.9375000000,0
2019-11-24 15:27:38.100000,289174.5937500000,0
2019-11-24 15:27:38.100000,289719.3750000000,0
2019-11-24 15:27:38.100000,289909.9687500000,0
2019-11-24 15:27:38.100000,289587.0312500000,0
2019-11-24 15:27:38.100000,290156.5937500000,0
2019-11-24 15:27:38.100000,289513.9687500000,0
2019-11-24 15:27:38.100000,290089.0000000000,0
2019-11-24 15:27:38.133000,299540.2500000000,0
2019-11-24 15:27:38.133000,298534.7500000000,0
2019-11-24 15:27:38.133333,289595.2187500000,0
2019-11-24 15:27:38.133333,289776.3437500000,0
2019-11-24 15:27:38.133333,289799.3437500000,0
2019-11-24 15:27:38.133333,288812.1875000000,0
2019-11-24 15:27:38.133333,289189.5000000000,0
2019-11-24 15:27:38.133333,289374.0937500000,0
2019-11-24 15:27:38.133333,289941.7500000000,0
2019-11-24 15:27:38.133333,290032.6875000000,0
2019-11-24 15:27:38.133333,289807.6250000000,0
2019-11-24 15:27:38.133333,290332.3437500000,0
2019-11-24 15:27:38.133333,289731.5625000000,0
2019-11-24 15:27:38.133333,290293.4375000000,0
2019-11-24 15:27:38.166000,299549.3750000000,0
2019-11-24 15:27:38.166000,298547.6250000000,0
2019-11-24 15:27:38.166666,289605.9687500000,0
2019-11-24 15:27:38.166666,289772.0000000000,0
2019-11-24 15:27:38.166666,289766.1562500000,0
2019-11-24 15:27:38.166666,288833.8750000000,0
2019-11-24 15:27:38.166666,289241.7812500000,0
2019-11-24 15:27:38.166666,289347.9375000000,0
2019-11-24 15:27:38.166666,289940.3750000000,0
2019-11-24 15:27:38.166666,290044.6562500000,0
2019-11-24 15:27:38.166666,289737.2812500000,0
2019-11-24 15:27:38.166666,290337.3125000000,0
2019-11-24 15:27:38.166666,289624.2187500000,0
2019-11-24 15:27:38.166666,290327.2812500000,0
2019-11-24 15:27:38.200000,299592.2187500000,0
2019-11-24 15:27:38.200000,298589.3437500000,0
2019-11-24 15:27:38.200000,289517.3125000000,0
2019-11-24 15:27:38.200000,289661.1250000000,0
2019-11-24 15:27:38.200000,289696.8125000000,0
2019-11-24 15:27:38.200000,288695.3750000000,0
2019-11-24 15:27:38.200000,289085.1562500000,0
2019-11-24 15:27:38.200000,289223.6875000000,0
2019-11-24 15:27:38.200000,289858.2500000000,0
2019-11-24 15:27:38.200000,289999.3125000000,0
2019-11-24 15:27:38.200000,289652.3750000000,0
2019-11-24 15:27:38.200000,290246.2500000000,0
2019-11-24 15:27:38.200000,289641.8750000000,0
2019-11-24 15:27:38.200000,290225.9687500000,0
2019-11-24 15:27:38.233000,299627.5625000000,0
2019-11-24 15:27:38.233000,298628.2187500000,0
2019-11-24 15:27:38.266000,299480.5625000000,0
2019-11-24 15:27:38.266000,298479.9375000000,0
2019-11-24 15:27:38.266666,289564.9375000000,0
2019-11-24 15:27:38.266666,289742.2500000000,0
2019-11-24 15:27:38.266666,289762.5937500000,0
2019-11-24 15:27:38.266666,288807.1875000000,0
2019-11-24 15:27:38.266666,289164.4687500000,0
2019-11-24 15:27:38.266666,289288.5625000000,0
2019-11-24 15:27:38.266666,289871.0312500000,0
2019-11-24 15:27:38.266666,290017.5625000000,0
2019-11-24 15:27:38.266666,289735.7812500000,0
2019-11-24 15:27:38.266666,290326.8125000000,0
2019-11-24 15:27:38.266666,289723.5937500000,0
2019-11-24 15:27:38.266666,290276.5937500000,0
2019-11-24 15:27:38.300000,299261.3437500000,0
2019-11-24 15:27:38.300000,298283.8125000000,0
2019-11-24 15:27:38.300000,289547.6250000000,0
2019-11-24 15:27:38.300000,289696.5000000000,0
2019-11-24 15:27:38.300000,289701.9062500000,0
2019-11-24 15:27:38.300000,288808.7187500000,0
2019-11-24 15:27:38.300000,289179.8125000000,0
2019-11-24 15:27:38.300000,289337.1875000000,0
2019-11-24 15:27:38.300000,289825.3125000000,0
2019-11-24 15:27:38.300000,290009.7812500000,0
2019-11-24 15:27:38.300000,289686.6250000000,0
2019-11-24 15:27:38.300000,290223.3750000000,0
2019-11-24 15:27:38.300000,289637.1562500000,0
2019-11-24 15:27:38.300000,290132.3437500000,0
2019-11-24 15:27:38.333000,299281.7187500000,0
2019-11-24 15:27:38.333000,298282.1562500000,0
2019-11-24 15:27:38.333333,289599.0937500000,0
2019-11-24 15:27:38.333333,289777.9375000000,0
2019-11-24 15:27:38.333333,289811.0625000000,0
2019-11-24 15:27:38.333333,288842.5000000000,0
2019-11-24 15:27:38.333333,289244.7500000000,0
2019-11-24 15:27:38.333333,289418.1562500000,0
2019-11-24 15:27:38.333333,289945.3437500000,0
2019-11-24 15:27:38.333333,290010.4062500000,0
2019-11-24 15:27:38.333333,289771.0312500000,0
2019-11-24 15:27:38.333333,290318.2187500000,0
2019-11-24 15:27:38.333333,289719.9062500000,0
2019-11-24 15:27:38.333333,290295.9062500000,0
2019-11-24 15:27:38.366000,299272.0937500000,0
2019-11-24 15:27:38.366000,298271.5312500000,0
2019-11-24 15:27:38.366666,289465.3125000000,0
2019-11-24 15:27:38.366666,289648.0312500000,0
2019-11-24 15:27:38.366666,289655.4375000000,0
2019-11-24 15:27:38.366666,288748.5000000000,0
2019-11-24 15:27:38.366666,289116.3437500000,0
2019-11-24 15:27:38.366666,289229.1562500000,0
2019-11-24 15:27:38.366666,289753.3125000000,0
2019-11-24 15:27:38.366666,289895.0937500000,0
2019-11-24 15:27:38.366666,289613.5312500000,0
2019-11-24 15:27:38.366666,290214.5625000000,0
2019-11-24 15:27:38.366666,289595.8437500000,0
2019-11-24 15:27:38.366666,290142.3125000000,0
2019-11-24 15:27:38.400000,299287.1562500000,0
2019-11-24 15:27:38.400000,298285.5312500000,0
2019-11-24 15:27:38.400000,289391.5625000000,0
2019-11-24 15:27:38.400000,289575.9375000000,0
2019-11-24 15:27:38.400000,289575.0000000000,0
2019-11-24 15:27:38.400000,288659.2500000000,0
2019-11-24 15:27:38.400000,289072.0000000000,0
2019-11-24 15:27:38.400000,289233.0625000000,0
2019-11-24 15:27:38.400000,289654.4062500000,0
2019-11-24 15:27:38.400000,289862.0312500000,0
2019-11-24 15:27:38.400000,289549.2500000000,0
2019-11-24 15:27:38.400000,290106.9062500000,0
2019-11-24 15:27:38.400000,289458.9062500000,0
2019-11-24 15:27:38.400000,290034.0312500000,0
2019-11-24 15:27:38.433000,299275.4687500000,0
2019-11-24 15:27:38.433000,298272.7187500000,0
2019-11-24 15:27:38.433333,289450.9062500000,0
2019-11-24 15:27:38.433333,289634.9687500000,0
2019-11-24 15:27:38.433333,289646.1562500000,0
2019-11-24 15:27:38.433333,288698.0312500000,0
2019-11-24 15:27:38.433333,289123.8437500000,0
2019-11-24 15:27:38.433333,289272.0937500000,0
2019-11-24 15:27:38.433333,289716.3750000000,0
2019-11-24 15:27:38.433333,289939.4062500000,0
2019-11-24 15:27:38.433333,289536.3125000000,0
2019-11-24 15:27:38.433333,290245.2812500000,0
2019-11-24 15:27:38.433333,289511.0000000000,0
2019-11-24 15:27:38.433333,290156.6562500000,0
2019-11-24 15:27:38.466000,299241.4375000000,0
2019-11-24 15:27:38.466000,298240.6250000000,0
2019-11-24 15:27:38.466666,289414.0625000000,0
2019-11-24 15:27:38.466666,289592.3750000000,0
2019-11-24 15:27:38.466666,289618.5000000000,0
2019-11-24 15:27:38.466666,288659.7812500000,0
2019-11-24 15:27:38.466666,289070.0937500000,0
2019-11-24 15:27:38.466666,289186.9062500000,0
2019-11-24 15:27:38.466666,289707.0312500000,0
2019-11-24 15:27:38.466666,289876.5000000000,0
2019-11-24 15:27:38.466666,289557.4062500000,0
2019-11-24 15:27:38.466666,290150.0937500000,0
2019-11-24 15:27:38.466666,289494.9687500000,0
2019-11-24 15:27:38.466666,290174.8750000000,0
2019-11-24 15:27:38.500000,299319.2500000000,0
2019-11-24 15:27:38.500000,298317.0000000000,0
2019-11-24 15:27:38.500000,289499.8750000000,0
2019-11-24 15:27:38.500000,289643.5937500000,0
2019-11-24 15:27:38.500000,289642.1875000000,0
2019-11-24 15:27:38.500000,288732.9062500000,0
2019-11-24 15:27:38.500000,289137.1875000000,0
2019-11-24 15:27:38.500000,289268.7500000000,0
2019-11-24 15:27:38.500000,289813.0000000000,0
2019-11-24 15:27:38.500000,289954.9062500000,0
2019-11-24 15:27:38.500000,289561.6250000000,0
2019-11-24 15:27:38.500000,290232.3437500000,0
2019-11-24 15:27:38.500000,289501.9062500000,0
2019-11-24 15:27:38.500000,290156.8437500000,0
2019-11-24 15:27:38.533000,299487.3125000000,0
2019-11-24 15:27:38.533000,298486.8750000000,0
2019-11-24 15:27:38.533333,289477.4375000000,0
2019-11-24 15:27:38.533333,289643.8437500000,0
2019-11-24 15:27:38.533333,289683.7812500000,0
2019-11-24 15:27:38.533333,288695.5000000000,0
2019-11-24 15:27:38.533333,289051.6250000000,0
2019-11-24 15:27:38.533333,289236.7500000000,0
2019-11-24 15:27:38.533333,289747.3437500000,0
2019-11-24 15:27:38.533333,289990.7812500000,0
2019-11-24 15:27:38.533333,289580.2187500000,0
2019-11-24 15:27:38.533333,290300.1562500000,0
2019-11-24 15:27:38.533333,289570.5625000000,0
2019-11-24 15:27:38.533333,290245.4375000000,0
2019-11-24 15:27:38.566000,299738.0000000000,0
2019-11-24 15:27:38.566000,298736.4687500000,0
2019-11-24 15:27:38.566666,289504.8125000000,0
2019-11-24 15:27:38.566666,289628.5312500000,0
2019-11-24 15:27:38.566666,289663.6250000000,0
2019-11-24 15:27:38.566666,288698.6875000000,0
2019-11-24 15:27:38.566666,289066.7187500000,0
2019-11-24 15:27:38.566666,289233.3125000000,0
2019-11-24 15:27:38.566666,289810.0312500000,0
2019-11-24 15:27:38.566666,290006.8750000000,0
2019-11-24 15:27:38.566666,289593.1250000000,0
2019-11-24 15:27:38.566666,290226.2500000000,0
2019-11-24 15:27:38.566666,289565.7500000000,0
2019-11-24 15:27:38.566666,290192.9375000000,0
2019-11-24 15:27:38.600000,299717.5625000000,0
2019-11-24 15:27:38.600000,298714.7812500000,0
2019-11-24 15:27:38.600000,289571.3437500000,0
2019-11-24 15:27:38.600000,289712.5000000000,0
2019-11-24 15:27:38.600000,289726.9687500000,0
2019-11-24 15:27:38.600000,288781.2500000000,0
2019-11-24 15:27:38.600000,289135.5625000000,0
2019-11-24 15:27:38.600000,289303.1875000000,0
2019-11-24 15:27:38.600000,289856.6250000000,0
2019-11-24 15:27:38.600000,290077.2500000000,0
2019-11-24 15:27:38.600000,289674.6562500000,0
2019-11-24 15:27:38.600000,290327.7500000000,0
2019-11-24 15:27:38.600000,289640.7187500000,0
2019-11-24 15:27:38.600000,290238.3125000000,0
2019-11-24 15:27:38.633000,299516.0625000000,0
2019-11-24 15:27:38.633000,298512.0937500000,0
2019-11-24 15:27:38.633333,289504.6562500000,0
2019-11-24 15:27:38.633333,289630.1250000000,0
2019-11-24 15:27:38.633333,289646.8125000000,0
2019-11-24 15:27:38.633333,288753.5625000000,0
2019-11-24 15:27:38.633333,289119.2812500000,0
2019-11-24 15:27:38.633333,289242.0625000000,0
2019-11-24 15:27:38.633333,289782.9062500000,0
2019-11-24 15:27:38.633333,289978.6250000000,0
2019-11-24 15:27:38.633333,289594.9062500000,0
2019-11-24 15:27:38.633333,290176.7812500000,0
2019-11-24 15:27:38.633333,289529.3750000000,0
2019-11-24 15:27:38.633333,290170.0937500000,0
2019-11-24 15:27:38.666000,299605.1562500000,0
2019-11-24 15:27:38.666000,298602.0312500000,0
2019-11-24 15:27:38.666666,289520.5000000000,0
2019-11-24 15:27:38.666666,289667.6875000000,0
2019-11-24 15:27:38.666666,289699.4062500000,0
2019-11-24 15:27:38.666666,288752.5625000000,0
2019-11-24 15:27:38.666666,289117.0312500000,0
2019-11-24 15:27:38.666666,289228.5625000000,0
2019-11-24 15:27:38.666666,289788.5312500000,0
2019-11-24 15:27:38.666666,290021.4375000000,0
2019-11-24 15:27:38.666666,289640.8125000000,0
2019-11-24 15:27:38.666666,290245.6562500000,0
2019-11-24 15:27:38.666666,289632.7187500000,0
2019-11-24 15:27:38.666666,290238.2187500000,0
2019-11-24 15:27:38.700000,299663.1875000000,0
2019-11-24 15:27:38.700000,298658.9375000000,0
2019-11-24 15:27:38.700000,289526.2187500000,0
2019-11-24 15:27:38.700000,289675.2500000000,0
2019-11-24 15:27:38.700000,289676.5937500000,0
2019-11-24 15:27:38.700000,288753.2812500000,0
2019-11-24 15:27:38.700000,289162.3125000000,0
2019-11-24 15:27:38.700000,289241.7812500000,0
2019-11-24 15:27:38.700000,289802.5937500000,0
2019-11-24 15:27:38.700000,290023.8125000000,0
2019-11-24 15:27:38.700000,289607.6250000000,0
2019-11-24 15:27:38.700000,290256.2812500000,0
2019-11-24 15:27:38.700000,289568.4062500000,0
2019-11-24 15:27:38.700000,290220.8125000000,0
2019-11-24 15:27:38.733000,299598.8750000000,0
2019-11-24 15:27:38.733000,298570.4375000000,0
2019-11-24 15:27:38.733333,289489.9062500000,0
2019-11-24 15:27:38.733333,289621.1875000000,0
2019-11-24 15:27:38.733333,289615.1875000000,0
2019-11-24 15:27:38.733333,288747.0000000000,0
2019-11-24 15:27:38.733333,289099.8125000000,0
2019-11-24 15:27:38.733333,289159.0625000000,0
2019-11-24 15:27:38.733333,289836.8437500000,0
2019-11-24 15:27:38.733333,289886.6875000000,0
2019-11-24 15:27:38.733333,289618.7812500000,0
2019-11-24 15:27:38.733333,290145.2812500000,0
2019-11-24 15:27:38.733333,289577.8437500000,0
